id;product_id;color_id;created_at
8aa5da66-4547-4a28-99d8-d6550ce8bf8d;c1edc34a-f3d4-4575-8445-c2a809305f09;4f1442d1-4518-401a-8cf7-eaa931189c2a;2026-01-21 11:23:25.344081+00
