id;product_id;block_order;created_at;updated_at
df42a810-fceb-4498-8a55-0f3a5551cb91;ce1338ad-61e0-4aeb-9aa2-d6203f2925c7;"[""customization_options"",""unit_price"",""fulfillment"",""shipping""]";2026-01-22 21:07:43.001378+00;2026-01-22 21:07:43.001378+00
