id;name;description;category;is_active;created_at;updated_at;source_provider;source_url;source_handle;thumbnail_url;price_from;badge;product_code;category_id;slug;meta_title;meta_description;cover_image_url;sort_order
ce1338ad-61e0-4aeb-9aa2-d6203f2925c7;Pure Cotton Unisex T-Shirt;<p>Stay effortlessly stylish with this classic tee, crafted from lightweight 180 GSM cotton for all-day comfort. Its timeless design and versatility make it perfect for any occasion. Plus, with our on-demand printing, you can add your own personal touch to make it truly unique. A wardrobe essential that never goes out of style!</p><p><em>Batch variations are normal due to factors like temperature and materials, and we strive to minimize these differences as much as possible. We appreciate your understanding.Minor batch differences can occur during blank garment production due to variations in fabric, dye and processing. This is common in apparel manufacturing, and we work hard to keep every item consistent.</em></p>;;true;2026-01-22 18:03:35.026618+00;2026-01-22 21:35:08.680038+00;;;;;3;;T0001;8021d321-4bd2-44ef-8705-6fcad8885928;pure-cotton-unisex-t-shirt;;;;0
